Year,State,Ag District,County,Value,Location,ANSI Code,State Initial
2019,Minnesota,East Central,Chisago,152.6,"Chisago County, Minnesota",27025,MN
2019,Minnesota,Northwest,Clay,164.8,"Clay County, Minnesota",27027,MN
2019,Minnesota,Southwest,Cottonwood,155.1,"Cottonwood County, Minnesota",27033,MN
2019,Minnesota,Southeast,Dakota,189.7,"Dakota County, Minnesota",27037,MN
2019,Minnesota,Southeast,Dodge,183.0,"Dodge County, Minnesota",27039,MN
2019,Minnesota,South Central,Faribault,185.3,"Faribault County, Minnesota",27043,MN
2019,Minnesota,Southeast,Fillmore,193.3,"Fillmore County, Minnesota",27045,MN
2019,Minnesota,South Central,Freeborn,185.6,"Freeborn County, Minnesota",27047,MN
2019,Minnesota,Southeast,Goodhue,194.1,"Goodhue County, Minnesota",27049,MN
2019,Minnesota,East Central,Hennepin,140.4,"Hennepin County, Minnesota",27053,MN
2019,Minnesota,Southeast,Houston,184.5,"Houston County, Minnesota",27055,MN
2019,Minnesota,Southwest,Jackson,156.1,"Jackson County, Minnesota",27063,MN
2019,Minnesota,West Central,Lac Qui Parle,180.0,"Lac Qui Parle County, Minnesota",27073,MN
2019,Minnesota,Southwest,Lyon,171.2,"Lyon County, Minnesota",27083,MN
2019,Minnesota,South Central,Martin,171.5,"Martin County, Minnesota",27091,MN
2019,Minnesota,Central,Mcleod,187.5,"Mcleod County, Minnesota",27085,MN
2019,Minnesota,Central,Morrison,140.5,"Morrison County, Minnesota",27097,MN
2019,Minnesota,Southeast,Mower,188.0,"Mower County, Minnesota",27099,MN
2019,Minnesota,Southwest,Murray,149.6,"Murray County, Minnesota",27101,MN
2019,Minnesota,South Central,Nicollet,196.1,"Nicollet County, Minnesota",27103,MN
2019,Minnesota,Southwest,Nobles,149.5,"Nobles County, Minnesota",27105,MN
2019,Minnesota,Southeast,Olmsted,180.0,"Olmsted County, Minnesota",27109,MN
2019,Minnesota,West Central,Otter Tail,178.9,"Otter Tail County, Minnesota",27111,MN
2019,Minnesota,West Central,Pope,180.4,"Pope County, Minnesota",27121,MN
2019,Minnesota,Southwest,Redwood,181.2,"Redwood County, Minnesota",27127,MN
2019,Minnesota,Central,Renville,188.1,"Renville County, Minnesota",27129,MN
2019,Minnesota,Southwest,Rock,149.4,"Rock County, Minnesota",27133,MN
2019,Minnesota,Central,Sibley,187.2,"Sibley County, Minnesota",27143,MN
2019,Minnesota,Central,Stearns,169.2,"Stearns County, Minnesota",27145,MN
2019,Minnesota,South Central,Steele,173.2,"Steele County, Minnesota",27147,MN
2019,Minnesota,West Central,Stevens,177.4,"Stevens County, Minnesota",27149,MN
2019,Minnesota,West Central,Swift,175.3,"Swift County, Minnesota",27151,MN
2019,Minnesota,Central,Todd,151.9,"Todd County, Minnesota",27153,MN
2019,Minnesota,West Central,Traverse,147.9,"Traverse County, Minnesota",27155,MN
2019,Minnesota,Southeast,Wabasha,185.1,"Wabasha County, Minnesota",27157,MN
2019,Minnesota,Central,Wadena,172.2,"Wadena County, Minnesota",27159,MN
2019,Minnesota,South Central,Waseca,182.8,"Waseca County, Minnesota",27161,MN
2019,Minnesota,East Central,Washington,199.3,"Washington County, Minnesota",27163,MN
2019,Minnesota,South Central,Watonwan,171.2,"Watonwan County, Minnesota",27165,MN
2019,Minnesota,Southeast,Winona,185.2,"Winona County, Minnesota",27169,MN
2019,Minnesota,West Central,Yellow Medicine,173.0,"Yellow Medicine County, Minnesota",27173,MN
2018,Minnesota,Central,Benton,183.0,"Benton County, Minnesota",27009,MN
2018,Minnesota,West Central,Big Stone,198.3,"Big Stone County, Minnesota",27011,MN
2018,Minnesota,South Central,Blue Earth,173.1,"Blue Earth County, Minnesota",27013,MN
2018,Minnesota,South Central,Brown,159.4,"Brown County, Minnesota",27015,MN
2018,Minnesota,Central,Carver,178.7,"Carver County, Minnesota",27019,MN
2018,Minnesota,East Central,Chisago,158.9,"Chisago County, Minnesota",27025,MN
2018,Minnesota,Northwest,Clay,184.6,"Clay County, Minnesota",27027,MN
2018,Minnesota,Southwest,Cottonwood,173.7,"Cottonwood County, Minnesota",27033,MN
2018,Minnesota,Southeast,Dakota,195.2,"Dakota County, Minnesota",27037,MN
2018,Minnesota,Southeast,Dodge,200.2,"Dodge County, Minnesota",27039,MN
2018,Minnesota,South Central,Faribault,161.7,"Faribault County, Minnesota",27043,MN
2018,Minnesota,Southeast,Fillmore,192.4,"Fillmore County, Minnesota",27045,MN
2018,Minnesota,South Central,Freeborn,174.6,"Freeborn County, Minnesota",27047,MN
2018,Minnesota,Southeast,Goodhue,192.5,"Goodhue County, Minnesota",27049,MN
2018,Minnesota,East Central,Hennepin,188.1,"Hennepin County, Minnesota",27053,MN
2018,Minnesota,Southeast,Houston,187.7,"Houston County, Minnesota",27055,MN
2018,Minnesota,Southwest,Jackson,167.0,"Jackson County, Minnesota",27063,MN
2018,Minnesota,West Central,Lac Qui Parle,198.1,"Lac Qui Parle County, Minnesota",27073,MN
2018,Minnesota,Southwest,Lyon,179.9,"Lyon County, Minnesota",27083,MN
2018,Minnesota,South Central,Martin,160.7,"Martin County, Minnesota",27091,MN
2018,Minnesota,Central,Mcleod,183.2,"Mcleod County, Minnesota",27085,MN
2018,Minnesota,Central,Morrison,179.7,"Morrison County, Minnesota",27097,MN
2018,Minnesota,Southeast,Mower,194.3,"Mower County, Minnesota",27099,MN
2018,Minnesota,Southwest,Murray,169.3,"Murray County, Minnesota",27101,MN
2018,Minnesota,South Central,Nicollet,186.0,"Nicollet County, Minnesota",27103,MN
2018,Minnesota,Southwest,Nobles,168.7,"Nobles County, Minnesota",27105,MN
2018,Minnesota,Southeast,Olmsted,201.4,"Olmsted County, Minnesota",27109,MN
2018,Minnesota,West Central,Otter Tail,190.0,"Otter Tail County, Minnesota",27111,MN
2018,Minnesota,West Central,Pope,196.7,"Pope County, Minnesota",27121,MN
2018,Minnesota,Southwest,Redwood,166.7,"Redwood County, Minnesota",27127,MN
2018,Minnesota,Central,Renville,179.7,"Renville County, Minnesota",27129,MN
2018,Minnesota,Southwest,Rock,181.4,"Rock County, Minnesota",27133,MN
2018,Minnesota,Central,Sibley,178.2,"Sibley County, Minnesota",27143,MN
2018,Minnesota,Central,Stearns,183.6,"Stearns County, Minnesota",27145,MN
2018,Minnesota,South Central,Steele,192.2,"Steele County, Minnesota",27147,MN
2018,Minnesota,West Central,Stevens,200.7,"Stevens County, Minnesota",27149,MN
2018,Minnesota,West Central,Swift,201.6,"Swift County, Minnesota",27151,MN
2018,Minnesota,Central,Todd,148.1,"Todd County, Minnesota",27153,MN
2018,Minnesota,West Central,Traverse,197.4,"Traverse County, Minnesota",27155,MN
2018,Minnesota,Southeast,Wabasha,198.0,"Wabasha County, Minnesota",27157,MN
2018,Minnesota,Central,Wadena,162.1,"Wadena County, Minnesota",27159,MN
2018,Minnesota,South Central,Waseca,197.3,"Waseca County, Minnesota",27161,MN
2018,Minnesota,East Central,Washington,206.9,"Washington County, Minnesota",27163,MN
2018,Minnesota,South Central,Watonwan,150.2,"Watonwan County, Minnesota",27165,MN
2018,Minnesota,Southeast,Winona,200.9,"Winona County, Minnesota",27169,MN
2018,Minnesota,West Central,Yellow Medicine,187.5,"Yellow Medicine County, Minnesota",27173,MN
2017,Minnesota,Central,Benton,153.9,"Benton County, Minnesota",27009,MN
2017,Minnesota,West Central,Big Stone,178.8,"Big Stone County, Minnesota",27011,MN
2017,Minnesota,South Central,Blue Earth,209.5,"Blue Earth County, Minnesota",27013,MN
2017,Minnesota,South Central,Brown,196.9,"Brown County, Minnesota",27015,MN
2017,Minnesota,Central,Carver,205.5,"Carver County, Minnesota",27019,MN
2017,Minnesota,East Central,Chisago,143.8,"Chisago County, Minnesota",27025,MN
2017,Minnesota,Northwest,Clay,165.9,"Clay County, Minnesota",27027,MN
2017,Minnesota,Southwest,Cottonwood,207.5,"Cottonwood County, Minnesota",27033,MN
2017,Minnesota,Southeast,Dakota,201.9,"Dakota County, Minnesota",27037,MN
2017,Minnesota,Southeast,Dodge,215.8,"Dodge County, Minnesota",27039,MN
2017,Minnesota,South Central,Faribault,215.3,"Faribault County, Minnesota",27043,MN
2017,Minnesota,Southeast,Fillmore,212.1,"Fillmore County, Minnesota",27045,MN
2017,Minnesota,South Central,Freeborn,211.5,"Freeborn County, Minnesota",27047,MN
2017,Minnesota,Southeast,Goodhue,211.1,"Goodhue County, Minnesota",27049,MN
2017,Minnesota,East Central,Hennepin,171.0,"Hennepin County, Minnesota",27053,MN
2017,Minnesota,Southeast,Houston,197.6,"Houston County, Minnesota",27055,MN
2017,Minnesota,Southwest,Jackson,205.5,"Jackson County, Minnesota",27063,MN
2017,Minnesota,West Central,Lac Qui Parle,189.0,"Lac Qui Parle County, Minnesota",27073,MN
2017,Minnesota,Southwest,Lyon,183.0,"Lyon County, Minnesota",27083,MN
2017,Minnesota,South Central,Martin,214.0,"Martin County, Minnesota",27091,MN
2017,Minnesota,Central,Mcleod,206.2,"Mcleod County, Minnesota",27085,MN
2017,Minnesota,Central,Morrison,167.3,"Morrison County, Minnesota",27097,MN
2017,Minnesota,Southeast,Mower,214.2,"Mower County, Minnesota",27099,MN
2017,Minnesota,Southwest,Murray,197.1,"Murray County, Minnesota",27101,MN
2017,Minnesota,South Central,Nicollet,205.8,"Nicollet County, Minnesota",27103,MN
2017,Minnesota,Southwest,Nobles,193.4,"Nobles County, Minnesota",27105,MN
2017,Minnesota,Southeast,Olmsted,206.1,"Olmsted County, Minnesota",27109,MN
2017,Minnesota,West Central,Otter Tail,178.2,"Otter Tail County, Minnesota",27111,MN
2017,Minnesota,West Central,Pope,186.5,"Pope County, Minnesota",27121,MN
2017,Minnesota,Southwest,Redwood,200.9,"Redwood County, Minnesota",27127,MN
2017,Minnesota,Central,Renville,207.1,"Renville County, Minnesota",27129,MN
2017,Minnesota,Southwest,Rock,206.1,"Rock County, Minnesota",27133,MN
2017,Minnesota,Central,Sibley,206.2,"Sibley County, Minnesota",27143,MN
2017,Minnesota,Central,Stearns,177.7,"Stearns County, Minnesota",27145,MN
2017,Minnesota,South Central,Steele,214.8,"Steele County, Minnesota",27147,MN
2017,Minnesota,West Central,Stevens,190.6,"Stevens County, Minnesota",27149,MN
2017,Minnesota,West Central,Swift,190.3,"Swift County, Minnesota",27151,MN
2017,Minnesota,Central,Todd,154.7,"Todd County, Minnesota",27153,MN
2017,Minnesota,West Central,Traverse,185.2,"Traverse County, Minnesota",27155,MN
2017,Minnesota,Southeast,Wabasha,210.0,"Wabasha County, Minnesota",27157,MN
2017,Minnesota,Central,Wadena,164.1,"Wadena County, Minnesota",27159,MN
2017,Minnesota,South Central,Waseca,215.0,"Waseca County, Minnesota",27161,MN
2017,Minnesota,East Central,Washington,176.5,"Washington County, Minnesota",27163,MN
2017,Minnesota,South Central,Watonwan,218.9,"Watonwan County, Minnesota",27165,MN
2017,Minnesota,Southeast,Winona,195.5,"Winona County, Minnesota",27169,MN
2017,Minnesota,West Central,Yellow Medicine,192.0,"Yellow Medicine County, Minnesota",27173,MN
2016,Minnesota,Central,Benton,169.3,"Benton County, Minnesota",27009,MN
2016,Minnesota,West Central,Big Stone,188.1,"Big Stone County, Minnesota",27011,MN
2016,Minnesota,South Central,Blue Earth,190.7,"Blue Earth County, Minnesota",27013,MN
2016,Minnesota,South Central,Brown,191.2,"Brown County, Minnesota",27015,MN
2016,Minnesota,Central,Carver,193.5,"Carver County, Minnesota",27019,MN
2016,Minnesota,East Central,Chisago,144.6,"Chisago County, Minnesota",27025,MN
2016,Minnesota,Northwest,Clay,181.7,"Clay County, Minnesota",27027,MN
2016,Minnesota,Southwest,Cottonwood,200.3,"Cottonwood County, Minnesota",27033,MN
2016,Minnesota,Southeast,Dakota,195.9,"Dakota County, Minnesota",27037,MN
2016,Minnesota,Southeast,Dodge,203.0,"Dodge County, Minnesota",27039,MN
2016,Minnesota,South Central,Faribault,208.5,"Faribault County, Minnesota",27043,MN
2016,Minnesota,Southeast,Fillmore,198.2,"Fillmore County, Minnesota",27045,MN
2016,Minnesota,South Central,Freeborn,193.7,"Freeborn County, Minnesota",27047,MN
2016,Minnesota,Southeast,Goodhue,192.7,"Goodhue County, Minnesota",27049,MN
2016,Minnesota,East Central,Hennepin,186.6,"Hennepin County, Minnesota",27053,MN
2016,Minnesota,Southeast,Houston,190.2,"Houston County, Minnesota",27055,MN
2016,Minnesota,Southwest,Jackson,194.1,"Jackson County, Minnesota",27063,MN
2016,Minnesota,West Central,Lac Qui Parle,196.4,"Lac Qui Parle County, Minnesota",27073,MN
2016,Minnesota,Southwest,Lyon,203.5,"Lyon County, Minnesota",27083,MN
2016,Minnesota,South Central,Martin,207.6,"Martin County, Minnesota",27091,MN
2016,Minnesota,Central,Mcleod,187.3,"Mcleod County, Minnesota",27085,MN
2016,Minnesota,Central,Morrison,163.0,"Morrison County, Minnesota",27097,MN
2016,Minnesota,Southeast,Mower,197.7,"Mower County, Minnesota",27099,MN
2016,Minnesota,Southwest,Murray,200.4,"Murray County, Minnesota",27101,MN
2016,Minnesota,South Central,Nicollet,209.4,"Nicollet County, Minnesota",27103,MN
2016,Minnesota,Southwest,Nobles,187.4,"Nobles County, Minnesota",27105,MN
2016,Minnesota,Southeast,Olmsted,195.4,"Olmsted County, Minnesota",27109,MN
2016,Minnesota,West Central,Otter Tail,185.8,"Otter Tail County, Minnesota",27111,MN
2016,Minnesota,West Central,Pope,194.4,"Pope County, Minnesota",27121,MN
2016,Minnesota,Southwest,Redwood,202.8,"Redwood County, Minnesota",27127,MN
2016,Minnesota,Central,Renville,198.8,"Renville County, Minnesota",27129,MN
2016,Minnesota,Southwest,Rock,201.2,"Rock County, Minnesota",27133,MN
2016,Minnesota,Central,Sibley,201.4,"Sibley County, Minnesota",27143,MN
2016,Minnesota,Central,Stearns,186.0,"Stearns County, Minnesota",27145,MN
2016,Minnesota,South Central,Steele,201.4,"Steele County, Minnesota",27147,MN
2016,Minnesota,West Central,Stevens,205.2,"Stevens County, Minnesota",27149,MN
2016,Minnesota,West Central,Swift,199.9,"Swift County, Minnesota",27151,MN
2016,Minnesota,Central,Todd,167.5,"Todd County, Minnesota",27153,MN
2016,Minnesota,West Central,Traverse,194.7,"Traverse County, Minnesota",27155,MN
2016,Minnesota,Southeast,Wabasha,193.5,"Wabasha County, Minnesota",27157,MN
2016,Minnesota,Central,Wadena,148.3,"Wadena County, Minnesota",27159,MN
2016,Minnesota,South Central,Waseca,204.6,"Waseca County, Minnesota",27161,MN
2016,Minnesota,East Central,Washington,189.2,"Washington County, Minnesota",27163,MN
2016,Minnesota,South Central,Watonwan,187.4,"Watonwan County, Minnesota",27165,MN
2016,Minnesota,Southeast,Winona,199.3,"Winona County, Minnesota",27169,MN
2016,Minnesota,West Central,Yellow Medicine,200.0,"Yellow Medicine County, Minnesota",27173,MN
2015,Minnesota,Central,Benton,167.3,"Benton County, Minnesota",27009,MN
2015,Minnesota,West Central,Big Stone,173.7,"Big Stone County, Minnesota",27011,MN
2015,Minnesota,South Central,Blue Earth,201.4,"Blue Earth County, Minnesota",27013,MN
2015,Minnesota,South Central,Brown,189.0,"Brown County, Minnesota",27015,MN
2015,Minnesota,Central,Carver,200.2,"Carver County, Minnesota",27019,MN
2015,Minnesota,East Central,Chisago,173.1,"Chisago County, Minnesota",27025,MN
2015,Minnesota,Northwest,Clay,156.5,"Clay County, Minnesota",27027,MN
2015,Minnesota,Southwest,Cottonwood,199.5,"Cottonwood County, Minnesota",27033,MN
2015,Minnesota,Southeast,Dakota,199.5,"Dakota County, Minnesota",27037,MN
2015,Minnesota,Southeast,Dodge,204.0,"Dodge County, Minnesota",27039,MN
2015,Minnesota,South Central,Faribault,207.4,"Faribault County, Minnesota",27043,MN
2015,Minnesota,Southeast,Fillmore,192.0,"Fillmore County, Minnesota",27045,MN
2015,Minnesota,South Central,Freeborn,201.8,"Freeborn County, Minnesota",27047,MN
2015,Minnesota,Southeast,Goodhue,202.4,"Goodhue County, Minnesota",27049,MN
2015,Minnesota,East Central,Hennepin,198.5,"Hennepin County, Minnesota",27053,MN
2015,Minnesota,Southeast,Houston,185.3,"Houston County, Minnesota",27055,MN
2015,Minnesota,Southwest,Jackson,200.9,"Jackson County, Minnesota",27063,MN
2015,Minnesota,West Central,Lac Qui Parle,175.2,"Lac Qui Parle County, Minnesota",27073,MN
2015,Minnesota,Southwest,Lyon,193.3,"Lyon County, Minnesota",27083,MN
2015,Minnesota,South Central,Martin,203.4,"Martin County, Minnesota",27091,MN
2015,Minnesota,Central,Mcleod,192.0,"Mcleod County, Minnesota",27085,MN
2015,Minnesota,Central,Morrison,171.8,"Morrison County, Minnesota",27097,MN
2015,Minnesota,Southeast,Mower,198.7,"Mower County, Minnesota",27099,MN
2015,Minnesota,Southwest,Murray,199.5,"Murray County, Minnesota",27101,MN
2015,Minnesota,South Central,Nicollet,206.8,"Nicollet County, Minnesota",27103,MN
2015,Minnesota,Southwest,Nobles,193.5,"Nobles County, Minnesota",27105,MN
2015,Minnesota,Southeast,Olmsted,184.9,"Olmsted County, Minnesota",27109,MN
2015,Minnesota,West Central,Otter Tail,172.6,"Otter Tail County, Minnesota",27111,MN
2015,Minnesota,West Central,Pope,177.9,"Pope County, Minnesota",27121,MN
2015,Minnesota,Southwest,Redwood,197.6,"Redwood County, Minnesota",27127,MN
2015,Minnesota,Central,Renville,190.8,"Renville County, Minnesota",27129,MN
2015,Minnesota,Southwest,Rock,198.8,"Rock County, Minnesota",27133,MN
2015,Minnesota,Central,Sibley,185.9,"Sibley County, Minnesota",27143,MN
2015,Minnesota,Central,Stearns,171.9,"Stearns County, Minnesota",27145,MN
2015,Minnesota,South Central,Steele,201.4,"Steele County, Minnesota",27147,MN
2015,Minnesota,West Central,Stevens,179.9,"Stevens County, Minnesota",27149,MN
2015,Minnesota,West Central,Swift,181.8,"Swift County, Minnesota",27151,MN
2015,Minnesota,Central,Todd,160.6,"Todd County, Minnesota",27153,MN
2015,Minnesota,West Central,Traverse,175.9,"Traverse County, Minnesota",27155,MN
2015,Minnesota,Southeast,Wabasha,188.5,"Wabasha County, Minnesota",27157,MN
2015,Minnesota,Central,Wadena,136.2,"Wadena County, Minnesota",27159,MN
2015,Minnesota,South Central,Waseca,199.2,"Waseca County, Minnesota",27161,MN
2015,Minnesota,East Central,Washington,192.6,"Washington County, Minnesota",27163,MN
2015,Minnesota,South Central,Watonwan,206.1,"Watonwan County, Minnesota",27165,MN
2015,Minnesota,Southeast,Winona,186.5,"Winona County, Minnesota",27169,MN
2015,Minnesota,West Central,Yellow Medicine,187.3,"Yellow Medicine County, Minnesota",27173,MN
2014,Minnesota,Central,Benton,90.3,"Benton County, Minnesota",27009,MN
2014,Minnesota,West Central,Big Stone,155.0,"Big Stone County, Minnesota",27011,MN
2014,Minnesota,South Central,Blue Earth,158.2,"Blue Earth County, Minnesota",27013,MN
2014,Minnesota,South Central,Brown,168.2,"Brown County, Minnesota",27015,MN
2014,Minnesota,Central,Carver,123.4,"Carver County, Minnesota",27019,MN
2014,Minnesota,East Central,Chisago,113.7,"Chisago County, Minnesota",27025,MN
2014,Minnesota,Northwest,Clay,131.4,"Clay County, Minnesota",27027,MN
2014,Minnesota,Southwest,Cottonwood,175.7,"Cottonwood County, Minnesota",27033,MN
2014,Minnesota,Southeast,Dakota,168.5,"Dakota County, Minnesota",27037,MN
2014,Minnesota,Southeast,Dodge,185.3,"Dodge County, Minnesota",27039,MN
2014,Minnesota,South Central,Faribault,164.4,"Faribault County, Minnesota",27043,MN
2014,Minnesota,Southeast,Fillmore,176.1,"Fillmore County, Minnesota",27045,MN
2014,Minnesota,South Central,Freeborn,167.3,"Freeborn County, Minnesota",27047,MN
2014,Minnesota,Southeast,Goodhue,182.0,"Goodhue County, Minnesota",27049,MN
2014,Minnesota,East Central,Hennepin,138.4,"Hennepin County, Minnesota",27053,MN
2014,Minnesota,Southeast,Houston,169.4,"Houston County, Minnesota",27055,MN
2014,Minnesota,Southwest,Jackson,167.7,"Jackson County, Minnesota",27063,MN
2014,Minnesota,West Central,Lac Qui Parle,167.3,"Lac Qui Parle County, Minnesota",27073,MN
2014,Minnesota,Southwest,Lyon,152.4,"Lyon County, Minnesota",27083,MN
2014,Minnesota,South Central,Martin,168.4,"Martin County, Minnesota",27091,MN
2014,Minnesota,Central,Mcleod,128.6,"Mcleod County, Minnesota",27085,MN
2014,Minnesota,Central,Morrison,117.3,"Morrison County, Minnesota",27097,MN
2014,Minnesota,Southeast,Mower,175.9,"Mower County, Minnesota",27099,MN
2014,Minnesota,Southwest,Murray,158.7,"Murray County, Minnesota",27101,MN
2014,Minnesota,South Central,Nicollet,154.3,"Nicollet County, Minnesota",27103,MN
2014,Minnesota,Southwest,Nobles,157.2,"Nobles County, Minnesota",27105,MN
2014,Minnesota,Southeast,Olmsted,185.0,"Olmsted County, Minnesota",27109,MN
2014,Minnesota,West Central,Otter Tail,128.3,"Otter Tail County, Minnesota",27111,MN
2014,Minnesota,West Central,Pope,157.8,"Pope County, Minnesota",27121,MN
2014,Minnesota,Southwest,Redwood,165.8,"Redwood County, Minnesota",27127,MN
2014,Minnesota,Central,Renville,150.9,"Renville County, Minnesota",27129,MN
2014,Minnesota,Southwest,Rock,155.0,"Rock County, Minnesota",27133,MN
2014,Minnesota,Central,Sibley,135.7,"Sibley County, Minnesota",27143,MN
2014,Minnesota,Central,Stearns,133.9,"Stearns County, Minnesota",27145,MN
2014,Minnesota,South Central,Steele,168.5,"Steele County, Minnesota",27147,MN
2014,Minnesota,West Central,Stevens,164.3,"Stevens County, Minnesota",27149,MN
2014,Minnesota,West Central,Swift,157.8,"Swift County, Minnesota",27151,MN
2014,Minnesota,Central,Todd,100.4,"Todd County, Minnesota",27153,MN
2014,Minnesota,West Central,Traverse,146.3,"Traverse County, Minnesota",27155,MN
2014,Minnesota,Southeast,Wabasha,178.3,"Wabasha County, Minnesota",27157,MN
2014,Minnesota,Central,Wadena,126.0,"Wadena County, Minnesota",27159,MN
2014,Minnesota,South Central,Waseca,160.2,"Waseca County, Minnesota",27161,MN
2014,Minnesota,East Central,Washington,155.7,"Washington County, Minnesota",27163,MN
2014,Minnesota,South Central,Watonwan,186.3,"Watonwan County, Minnesota",27165,MN
2014,Minnesota,Southeast,Winona,175.6,"Winona County, Minnesota",27169,MN
2014,Minnesota,West Central,Yellow Medicine,153.6,"Yellow Medicine County, Minnesota",27173,MN
2013,Minnesota,Central,Benton,94.7,"Benton County, Minnesota",27009,MN
2013,Minnesota,West Central,Big Stone,143.1,"Big Stone County, Minnesota",27011,MN
2013,Minnesota,South Central,Blue Earth,185.2,"Blue Earth County, Minnesota",27013,MN
2013,Minnesota,South Central,Brown,170.8,"Brown County, Minnesota",27015,MN
2013,Minnesota,Central,Carver,153.6,"Carver County, Minnesota",27019,MN
2013,Minnesota,East Central,Chisago,125.3,"Chisago County, Minnesota",27025,MN
2013,Minnesota,Northwest,Clay,138.2,"Clay County, Minnesota",27027,MN
2013,Minnesota,Southwest,Cottonwood,170.5,"Cottonwood County, Minnesota",27033,MN
2013,Minnesota,Southeast,Dakota,158.0,"Dakota County, Minnesota",27037,MN
2013,Minnesota,Southeast,Dodge,164.0,"Dodge County, Minnesota",27039,MN
2013,Minnesota,South Central,Faribault,176.0,"Faribault County, Minnesota",27043,MN
2013,Minnesota,Southeast,Fillmore,171.9,"Fillmore County, Minnesota",27045,MN
2013,Minnesota,South Central,Freeborn,157.8,"Freeborn County, Minnesota",27047,MN
2013,Minnesota,Southeast,Goodhue,181.5,"Goodhue County, Minnesota",27049,MN
2013,Minnesota,East Central,Hennepin,154.7,"Hennepin County, Minnesota",27053,MN
2013,Minnesota,Southeast,Houston,153.0,"Houston County, Minnesota",27055,MN
2013,Minnesota,Southwest,Jackson,175.2,"Jackson County, Minnesota",27063,MN
2013,Minnesota,West Central,Lac Qui Parle,169.7,"Lac Qui Parle County, Minnesota",27073,MN
2013,Minnesota,Southwest,Lyon,150.1,"Lyon County, Minnesota",27083,MN
2013,Minnesota,South Central,Martin,187.8,"Martin County, Minnesota",27091,MN
2013,Minnesota,Central,Mcleod,161.2,"Mcleod County, Minnesota",27085,MN
2013,Minnesota,Central,Morrison,87.4,"Morrison County, Minnesota",27097,MN
2013,Minnesota,Southeast,Mower,154.5,"Mower County, Minnesota",27099,MN
2013,Minnesota,Southwest,Murray,176.2,"Murray County, Minnesota",27101,MN
2013,Minnesota,South Central,Nicollet,174.0,"Nicollet County, Minnesota",27103,MN
2013,Minnesota,Southwest,Nobles,168.8,"Nobles County, Minnesota",27105,MN
2013,Minnesota,Southeast,Olmsted,175.3,"Olmsted County, Minnesota",27109,MN
2013,Minnesota,West Central,Otter Tail,140.2,"Otter Tail County, Minnesota",27111,MN
2013,Minnesota,West Central,Pope,150.9,"Pope County, Minnesota",27121,MN
2013,Minnesota,Southwest,Redwood,166.5,"Redwood County, Minnesota",27127,MN
2013,Minnesota,Central,Renville,173.4,"Renville County, Minnesota",27129,MN
2013,Minnesota,Southwest,Rock,180.1,"Rock County, Minnesota",27133,MN
2013,Minnesota,Central,Sibley,160.9,"Sibley County, Minnesota",27143,MN
2013,Minnesota,Central,Stearns,133.5,"Stearns County, Minnesota",27145,MN
2013,Minnesota,South Central,Steele,157.4,"Steele County, Minnesota",27147,MN
2013,Minnesota,West Central,Stevens,158.7,"Stevens County, Minnesota",27149,MN
2013,Minnesota,West Central,Swift,163.3,"Swift County, Minnesota",27151,MN
2013,Minnesota,Central,Todd,94.5,"Todd County, Minnesota",27153,MN
2013,Minnesota,West Central,Traverse,145.8,"Traverse County, Minnesota",27155,MN
2013,Minnesota,Southeast,Wabasha,174.1,"Wabasha County, Minnesota",27157,MN
2013,Minnesota,Central,Wadena,111.1,"Wadena County, Minnesota",27159,MN
2013,Minnesota,South Central,Waseca,171.6,"Waseca County, Minnesota",27161,MN
2013,Minnesota,East Central,Washington,129.0,"Washington County, Minnesota",27163,MN
2013,Minnesota,South Central,Watonwan,189.9,"Watonwan County, Minnesota",27165,MN
2013,Minnesota,Southeast,Winona,173.6,"Winona County, Minnesota",27169,MN
2013,Minnesota,West Central,Yellow Medicine,171.7,"Yellow Medicine County, Minnesota",27173,MN
2012,Minnesota,Central,Benton,153.2,"Benton County, Minnesota",27009,MN
2012,Minnesota,West Central,Big Stone,162.9,"Big Stone County, Minnesota",27011,MN
2012,Minnesota,South Central,Blue Earth,170.5,"Blue Earth County, Minnesota",27013,MN
2012,Minnesota,South Central,Brown,158.4,"Brown County, Minnesota",27015,MN
2012,Minnesota,Central,Carver,174.8,"Carver County, Minnesota",27019,MN
2012,Minnesota,East Central,Chisago,142.8,"Chisago County, Minnesota",27025,MN
2012,Minnesota,Northwest,Clay,148.4,"Clay County, Minnesota",27027,MN
2012,Minnesota,Southwest,Cottonwood,156.7,"Cottonwood County, Minnesota",27033,MN
2012,Minnesota,Southeast,Dakota,171.0,"Dakota County, Minnesota",27037,MN
2012,Minnesota,Southeast,Dodge,194.5,"Dodge County, Minnesota",27039,MN
2012,Minnesota,South Central,Faribault,177.0,"Faribault County, Minnesota",27043,MN
2012,Minnesota,Southeast,Fillmore,171.1,"Fillmore County, Minnesota",27045,MN
2012,Minnesota,South Central,Freeborn,173.1,"Freeborn County, Minnesota",27047,MN
2012,Minnesota,Southeast,Goodhue,186.6,"Goodhue County, Minnesota",27049,MN
2012,Minnesota,East Central,Hennepin,164.0,"Hennepin County, Minnesota",27053,MN
2012,Minnesota,Southeast,Houston,171.3,"Houston County, Minnesota",27055,MN
2012,Minnesota,Southwest,Jackson,177.2,"Jackson County, Minnesota",27063,MN
2012,Minnesota,West Central,Lac Qui Parle,149.5,"Lac Qui Parle County, Minnesota",27073,MN
