Year,State,Ag District,County,Value,Location,ANSI Code,State Initial
2017,North Carolina,Northern Coastal,Perquimans,69.9,"Perquimans County, North Carolina",37143,NC
2017,North Carolina,Central Coastal,Pitt,53.5,"Pitt County, North Carolina",37147,NC
2017,North Carolina,Central Piedmont,Randolph,53.6,"Randolph County, North Carolina",37151,NC
2017,North Carolina,Southern Coastal,Robeson,43.6,"Robeson County, North Carolina",37155,NC
2017,North Carolina,Northern Piedmont,Rockingham,46.8,"Rockingham County, North Carolina",37157,NC
2017,North Carolina,Central Piedmont,Rowan,63.9,"Rowan County, North Carolina",37159,NC
2017,North Carolina,Southern Coastal,Sampson,57.0,"Sampson County, North Carolina",37163,NC
2017,North Carolina,Southern Piedmont,Union,54.6,"Union County, North Carolina",37179,NC
2017,North Carolina,Northern Piedmont,Vance,55.0,"Vance County, North Carolina",37181,NC
2017,North Carolina,Central Piedmont,Wake,44.9,"Wake County, North Carolina",37183,NC
2017,North Carolina,Northern Piedmont,Warren,63.0,"Warren County, North Carolina",37185,NC
2017,North Carolina,Northern Coastal,Washington,64.1,"Washington County, North Carolina",37187,NC
2016,North Carolina,Northern Piedmont,Alamance,48.6,"Alamance County, North Carolina",37001,NC
2016,North Carolina,Central Piedmont,Catawba,48.3,"Catawba County, North Carolina",37035,NC
2016,North Carolina,Northern Coastal,Currituck,35.8,"Currituck County, North Carolina",37053,NC
2016,North Carolina,Central Piedmont,Davidson,54.7,"Davidson County, North Carolina",37057,NC
2016,North Carolina,Central Piedmont,Davie,42.9,"Davie County, North Carolina",37059,NC
2016,North Carolina,Northern Piedmont,Franklin,29.0,"Franklin County, North Carolina",37069,NC
2016,North Carolina,Northern Piedmont,Granville,39.7,"Granville County, North Carolina",37077,NC
2016,North Carolina,Central Coastal,Greene,31.5,"Greene County, North Carolina",37079,NC
2016,North Carolina,Northern Piedmont,Guilford,51.3,"Guilford County, North Carolina",37081,NC
2016,North Carolina,Central Coastal,Johnston,38.4,"Johnston County, North Carolina",37101,NC
2016,North Carolina,Central Coastal,Lenoir,24.1,"Lenoir County, North Carolina",37107,NC
2016,North Carolina,Northern Coastal,Martin,34.6,"Martin County, North Carolina",37117,NC
2016,North Carolina,Northern Piedmont,Orange,52.3,"Orange County, North Carolina",37135,NC
2016,North Carolina,Northern Coastal,Pasquotank,43.9,"Pasquotank County, North Carolina",37139,NC
2016,North Carolina,Northern Coastal,Perquimans,56.1,"Perquimans County, North Carolina",37143,NC
2016,North Carolina,Central Coastal,Pitt,24.0,"Pitt County, North Carolina",37147,NC
2016,North Carolina,Central Piedmont,Randolph,52.5,"Randolph County, North Carolina",37151,NC
2016,North Carolina,Southern Coastal,Robeson,31.7,"Robeson County, North Carolina",37155,NC
2016,North Carolina,Northern Piedmont,Rockingham,52.8,"Rockingham County, North Carolina",37157,NC
2016,North Carolina,Central Piedmont,Rowan,56.7,"Rowan County, North Carolina",37159,NC
2016,North Carolina,Southern Coastal,Sampson,33.6,"Sampson County, North Carolina",37163,NC
2016,North Carolina,Southern Piedmont,Union,50.4,"Union County, North Carolina",37179,NC
2016,North Carolina,Northern Piedmont,Vance,50.9,"Vance County, North Carolina",37181,NC
2016,North Carolina,Central Piedmont,Wake,29.4,"Wake County, North Carolina",37183,NC
2016,North Carolina,Northern Piedmont,Warren,50.3,"Warren County, North Carolina",37185,NC
2016,North Carolina,Northern Coastal,Washington,20.2,"Washington County, North Carolina",37187,NC
2015,North Carolina,Northern Piedmont,Alamance,61.1,"Alamance County, North Carolina",37001,NC
2015,North Carolina,Central Piedmont,Catawba,64.6,"Catawba County, North Carolina",37035,NC
2015,North Carolina,Northern Coastal,Currituck,60.7,"Currituck County, North Carolina",37053,NC
2015,North Carolina,Central Piedmont,Davidson,57.7,"Davidson County, North Carolina",37057,NC
2015,North Carolina,Central Piedmont,Davie,55.0,"Davie County, North Carolina",37059,NC
2015,North Carolina,Northern Piedmont,Franklin,52.2,"Franklin County, North Carolina",37069,NC
2015,North Carolina,Northern Piedmont,Granville,50.6,"Granville County, North Carolina",37077,NC
2015,North Carolina,Central Coastal,Greene,50.5,"Greene County, North Carolina",37079,NC
2015,North Carolina,Northern Piedmont,Guilford,54.1,"Guilford County, North Carolina",37081,NC
2015,North Carolina,Central Coastal,Johnston,51.0,"Johnston County, North Carolina",37101,NC
2015,North Carolina,Central Coastal,Lenoir,51.3,"Lenoir County, North Carolina",37107,NC
2015,North Carolina,Northern Coastal,Martin,54.5,"Martin County, North Carolina",37117,NC
2015,North Carolina,Northern Piedmont,Orange,59.4,"Orange County, North Carolina",37135,NC
2015,North Carolina,Northern Coastal,Pasquotank,70.5,"Pasquotank County, North Carolina",37139,NC
2015,North Carolina,Northern Coastal,Perquimans,65.5,"Perquimans County, North Carolina",37143,NC
2015,North Carolina,Central Coastal,Pitt,51.0,"Pitt County, North Carolina",37147,NC
2015,North Carolina,Central Piedmont,Randolph,56.6,"Randolph County, North Carolina",37151,NC
2015,North Carolina,Southern Coastal,Robeson,45.9,"Robeson County, North Carolina",37155,NC
2015,North Carolina,Northern Piedmont,Rockingham,50.5,"Rockingham County, North Carolina",37157,NC
2015,North Carolina,Central Piedmont,Rowan,67.7,"Rowan County, North Carolina",37159,NC
2015,North Carolina,Southern Coastal,Sampson,45.8,"Sampson County, North Carolina",37163,NC
2015,North Carolina,Southern Piedmont,Union,53.0,"Union County, North Carolina",37179,NC
2015,North Carolina,Northern Piedmont,Vance,62.4,"Vance County, North Carolina",37181,NC
2015,North Carolina,Central Piedmont,Wake,51.3,"Wake County, North Carolina",37183,NC
2015,North Carolina,Northern Piedmont,Warren,56.3,"Warren County, North Carolina",37185,NC
2015,North Carolina,Northern Coastal,Washington,57.7,"Washington County, North Carolina",37187,NC
2014,North Carolina,Northern Piedmont,Alamance,57.9,"Alamance County, North Carolina",37001,NC
2014,North Carolina,Central Piedmont,Catawba,67.0,"Catawba County, North Carolina",37035,NC
2014,North Carolina,Northern Coastal,Currituck,68.5,"Currituck County, North Carolina",37053,NC
2014,North Carolina,Central Piedmont,Davidson,69.0,"Davidson County, North Carolina",37057,NC
2014,North Carolina,Central Piedmont,Davie,64.7,"Davie County, North Carolina",37059,NC
2014,North Carolina,Northern Piedmont,Franklin,57.5,"Franklin County, North Carolina",37069,NC
2014,North Carolina,Northern Piedmont,Granville,52.1,"Granville County, North Carolina",37077,NC
2014,North Carolina,Central Coastal,Greene,60.3,"Greene County, North Carolina",37079,NC
2014,North Carolina,Northern Piedmont,Guilford,67.3,"Guilford County, North Carolina",37081,NC
2014,North Carolina,Central Coastal,Johnston,59.0,"Johnston County, North Carolina",37101,NC
2014,North Carolina,Central Coastal,Lenoir,59.4,"Lenoir County, North Carolina",37107,NC
2014,North Carolina,Northern Coastal,Martin,57.1,"Martin County, North Carolina",37117,NC
2014,North Carolina,Northern Piedmont,Orange,63.8,"Orange County, North Carolina",37135,NC
2014,North Carolina,Northern Coastal,Pasquotank,73.1,"Pasquotank County, North Carolina",37139,NC
2014,North Carolina,Northern Coastal,Perquimans,64.8,"Perquimans County, North Carolina",37143,NC
2014,North Carolina,Central Coastal,Pitt,52.4,"Pitt County, North Carolina",37147,NC
2014,North Carolina,Central Piedmont,Randolph,65.2,"Randolph County, North Carolina",37151,NC
2014,North Carolina,Southern Coastal,Robeson,53.7,"Robeson County, North Carolina",37155,NC
2014,North Carolina,Northern Piedmont,Rockingham,60.5,"Rockingham County, North Carolina",37157,NC
2014,North Carolina,Central Piedmont,Rowan,66.4,"Rowan County, North Carolina",37159,NC
2014,North Carolina,Southern Coastal,Sampson,54.5,"Sampson County, North Carolina",37163,NC
2014,North Carolina,Southern Piedmont,Union,63.2,"Union County, North Carolina",37179,NC
2014,North Carolina,Northern Piedmont,Vance,65.7,"Vance County, North Carolina",37181,NC
2014,North Carolina,Central Piedmont,Wake,50.0,"Wake County, North Carolina",37183,NC
2014,North Carolina,Northern Piedmont,Warren,68.8,"Warren County, North Carolina",37185,NC
2014,North Carolina,Northern Coastal,Washington,55.6,"Washington County, North Carolina",37187,NC
2013,North Carolina,Northern Piedmont,Alamance,49.5,"Alamance County, North Carolina",37001,NC
2013,North Carolina,Central Piedmont,Catawba,67.0,"Catawba County, North Carolina",37035,NC
2013,North Carolina,Northern Coastal,Currituck,63.8,"Currituck County, North Carolina",37053,NC
2013,North Carolina,Central Piedmont,Davidson,50.4,"Davidson County, North Carolina",37057,NC
2013,North Carolina,Central Piedmont,Davie,49.8,"Davie County, North Carolina",37059,NC
2013,North Carolina,Northern Piedmont,Franklin,54.8,"Franklin County, North Carolina",37069,NC
2013,North Carolina,Northern Piedmont,Granville,43.0,"Granville County, North Carolina",37077,NC
2013,North Carolina,Central Coastal,Greene,59.0,"Greene County, North Carolina",37079,NC
2013,North Carolina,Northern Piedmont,Guilford,46.0,"Guilford County, North Carolina",37081,NC
2013,North Carolina,Central Coastal,Johnston,55.8,"Johnston County, North Carolina",37101,NC
2013,North Carolina,Central Coastal,Lenoir,51.5,"Lenoir County, North Carolina",37107,NC
2013,North Carolina,Northern Coastal,Martin,57.9,"Martin County, North Carolina",37117,NC
2013,North Carolina,Northern Piedmont,Orange,49.2,"Orange County, North Carolina",37135,NC
2013,North Carolina,Northern Coastal,Pasquotank,71.6,"Pasquotank County, North Carolina",37139,NC
2013,North Carolina,Northern Coastal,Perquimans,70.7,"Perquimans County, North Carolina",37143,NC
2013,North Carolina,Central Coastal,Pitt,52.9,"Pitt County, North Carolina",37147,NC
2013,North Carolina,Central Piedmont,Randolph,60.9,"Randolph County, North Carolina",37151,NC
2013,North Carolina,Southern Coastal,Robeson,49.8,"Robeson County, North Carolina",37155,NC
2013,North Carolina,Northern Piedmont,Rockingham,58.1,"Rockingham County, North Carolina",37157,NC
2013,North Carolina,Central Piedmont,Rowan,66.0,"Rowan County, North Carolina",37159,NC
2013,North Carolina,Southern Coastal,Sampson,56.0,"Sampson County, North Carolina",37163,NC
2013,North Carolina,Southern Piedmont,Union,51.2,"Union County, North Carolina",37179,NC
2013,North Carolina,Northern Piedmont,Vance,58.2,"Vance County, North Carolina",37181,NC
2013,North Carolina,Central Piedmont,Wake,46.4,"Wake County, North Carolina",37183,NC
2013,North Carolina,Northern Piedmont,Warren,57.3,"Warren County, North Carolina",37185,NC
2013,North Carolina,Northern Coastal,Washington,63.4,"Washington County, North Carolina",37187,NC
2012,North Carolina,Northern Piedmont,Alamance,55.0,"Alamance County, North Carolina",37001,NC
2012,North Carolina,Central Piedmont,Catawba,53.1,"Catawba County, North Carolina",37035,NC
2012,North Carolina,Northern Coastal,Currituck,71.4,"Currituck County, North Carolina",37053,NC
2012,North Carolina,Central Piedmont,Davidson,52.7,"Davidson County, North Carolina",37057,NC
2012,North Carolina,Central Piedmont,Davie,48.0,"Davie County, North Carolina",37059,NC
2012,North Carolina,Northern Piedmont,Franklin,54.0,"Franklin County, North Carolina",37069,NC
2012,North Carolina,Northern Piedmont,Granville,40.0,"Granville County, North Carolina",37077,NC
2012,North Carolina,Central Coastal,Greene,62.2,"Greene County, North Carolina",37079,NC
2012,North Carolina,Northern Piedmont,Guilford,53.7,"Guilford County, North Carolina",37081,NC
2012,North Carolina,Central Coastal,Johnston,69.5,"Johnston County, North Carolina",37101,NC
2012,North Carolina,Central Coastal,Lenoir,57.2,"Lenoir County, North Carolina",37107,NC
2012,North Carolina,Northern Coastal,Martin,56.9,"Martin County, North Carolina",37117,NC
2012,North Carolina,Northern Piedmont,Orange,47.0,"Orange County, North Carolina",37135,NC
2012,North Carolina,Northern Coastal,Pasquotank,65.7,"Pasquotank County, North Carolina",37139,NC
2012,North Carolina,Northern Coastal,Perquimans,69.3,"Perquimans County, North Carolina",37143,NC
2012,North Carolina,Central Coastal,Pitt,59.4,"Pitt County, North Carolina",37147,NC
2012,North Carolina,Central Piedmont,Randolph,52.0,"Randolph County, North Carolina",37151,NC
2012,North Carolina,Southern Coastal,Robeson,53.6,"Robeson County, North Carolina",37155,NC
2012,North Carolina,Northern Piedmont,Rockingham,53.9,"Rockingham County, North Carolina",37157,NC
2012,North Carolina,Central Piedmont,Rowan,54.0,"Rowan County, North Carolina",37159,NC
2012,North Carolina,Southern Coastal,Sampson,57.6,"Sampson County, North Carolina",37163,NC
2012,North Carolina,Southern Piedmont,Union,50.3,"Union County, North Carolina",37179,NC
2012,North Carolina,Northern Piedmont,Vance,55.3,"Vance County, North Carolina",37181,NC
2012,North Carolina,Central Piedmont,Wake,40.0,"Wake County, North Carolina",37183,NC
2012,North Carolina,Northern Piedmont,Warren,56.9,"Warren County, North Carolina",37185,NC
2012,North Carolina,Northern Coastal,Washington,65.2,"Washington County, North Carolina",37187,NC
2011,North Carolina,Northern Piedmont,Alamance,60.9,"Alamance County, North Carolina",37001,NC
2011,North Carolina,Central Piedmont,Catawba,69.4,"Catawba County, North Carolina",37035,NC
2011,North Carolina,Northern Coastal,Currituck,79.0,"Currituck County, North Carolina",37053,NC
2011,North Carolina,Central Piedmont,Davidson,70.0,"Davidson County, North Carolina",37057,NC
2011,North Carolina,Central Piedmont,Davie,64.5,"Davie County, North Carolina",37059,NC
2011,North Carolina,Northern Piedmont,Franklin,65.0,"Franklin County, North Carolina",37069,NC
2011,North Carolina,Northern Piedmont,Granville,70.4,"Granville County, North Carolina",37077,NC
2011,North Carolina,Central Coastal,Greene,63.5,"Greene County, North Carolina",37079,NC
2011,North Carolina,Northern Piedmont,Guilford,66.3,"Guilford County, North Carolina",37081,NC
2011,North Carolina,Central Coastal,Johnston,69.0,"Johnston County, North Carolina",37101,NC
2011,North Carolina,Central Coastal,Lenoir,64.7,"Lenoir County, North Carolina",37107,NC
2011,North Carolina,Northern Coastal,Martin,66.3,"Martin County, North Carolina",37117,NC
2011,North Carolina,Northern Piedmont,Orange,69.8,"Orange County, North Carolina",37135,NC
2011,North Carolina,Northern Coastal,Pasquotank,72.6,"Pasquotank County, North Carolina",37139,NC
2011,North Carolina,Northern Coastal,Perquimans,70.4,"Perquimans County, North Carolina",37143,NC
2011,North Carolina,Central Coastal,Pitt,63.6,"Pitt County, North Carolina",37147,NC
2011,North Carolina,Central Piedmont,Randolph,66.5,"Randolph County, North Carolina",37151,NC
2011,North Carolina,Southern Coastal,Robeson,62.4,"Robeson County, North Carolina",37155,NC
2011,North Carolina,Northern Piedmont,Rockingham,58.3,"Rockingham County, North Carolina",37157,NC
2011,North Carolina,Central Piedmont,Rowan,72.3,"Rowan County, North Carolina",37159,NC
2011,North Carolina,Southern Coastal,Sampson,68.4,"Sampson County, North Carolina",37163,NC
2011,North Carolina,Southern Piedmont,Union,71.1,"Union County, North Carolina",37179,NC
2011,North Carolina,Northern Piedmont,Vance,75.8,"Vance County, North Carolina",37181,NC
2011,North Carolina,Central Piedmont,Wake,53.3,"Wake County, North Carolina",37183,NC
2011,North Carolina,Northern Piedmont,Warren,76.4,"Warren County, North Carolina",37185,NC
2011,North Carolina,Northern Coastal,Washington,75.0,"Washington County, North Carolina",37187,NC
2010,North Carolina,Northern Piedmont,Alamance,40.9,"Alamance County, North Carolina",37001,NC
2010,North Carolina,Central Piedmont,Catawba,50.7,"Catawba County, North Carolina",37035,NC
2010,North Carolina,Northern Coastal,Currituck,50.1,"Currituck County, North Carolina",37053,NC
2010,North Carolina,Central Piedmont,Davidson,46.1,"Davidson County, North Carolina",37057,NC
2010,North Carolina,Central Piedmont,Davie,46.4,"Davie County, North Carolina",37059,NC
2010,North Carolina,Northern Piedmont,Franklin,38.7,"Franklin County, North Carolina",37069,NC
2010,North Carolina,Northern Piedmont,Granville,29.0,"Granville County, North Carolina",37077,NC
2010,North Carolina,Central Coastal,Greene,31.7,"Greene County, North Carolina",37079,NC
2010,North Carolina,Northern Piedmont,Guilford,32.1,"Guilford County, North Carolina",37081,NC
2010,North Carolina,Central Coastal,Johnston,27.1,"Johnston County, North Carolina",37101,NC
2010,North Carolina,Central Coastal,Lenoir,28.3,"Lenoir County, North Carolina",37107,NC
2010,North Carolina,Northern Coastal,Martin,38.1,"Martin County, North Carolina",37117,NC
2010,North Carolina,Northern Piedmont,Orange,47.9,"Orange County, North Carolina",37135,NC
2010,North Carolina,Northern Coastal,Pasquotank,47.1,"Pasquotank County, North Carolina",37139,NC
2010,North Carolina,Northern Coastal,Perquimans,45.0,"Perquimans County, North Carolina",37143,NC
2010,North Carolina,Central Coastal,Pitt,28.6,"Pitt County, North Carolina",37147,NC
2010,North Carolina,Central Piedmont,Randolph,39.4,"Randolph County, North Carolina",37151,NC
2010,North Carolina,Southern Coastal,Robeson,34.4,"Robeson County, North Carolina",37155,NC
2010,North Carolina,Northern Piedmont,Rockingham,35.3,"Rockingham County, North Carolina",37157,NC
2010,North Carolina,Central Piedmont,Rowan,47.4,"Rowan County, North Carolina",37159,NC
2010,North Carolina,Southern Coastal,Sampson,29.4,"Sampson County, North Carolina",37163,NC
2010,North Carolina,Southern Piedmont,Union,43.7,"Union County, North Carolina",37179,NC
2010,North Carolina,Northern Piedmont,Vance,39.2,"Vance County, North Carolina",37181,NC
2010,North Carolina,Central Piedmont,Wake,34.7,"Wake County, North Carolina",37183,NC
2010,North Carolina,Northern Piedmont,Warren,30.9,"Warren County, North Carolina",37185,NC
2010,North Carolina,Northern Coastal,Washington,35.3,"Washington County, North Carolina",37187,NC
2009,North Carolina,Northern Piedmont,Alamance,45.0,"Alamance County, North Carolina",37001,NC
2009,North Carolina,Central Piedmont,Catawba,47.5,"Catawba County, North Carolina",37035,NC
2009,North Carolina,Northern Coastal,Currituck,61.5,"Currituck County, North Carolina",37053,NC
2009,North Carolina,Central Piedmont,Davidson,43.0,"Davidson County, North Carolina",37057,NC
2009,North Carolina,Central Piedmont,Davie,43.5,"Davie County, North Carolina",37059,NC
2009,North Carolina,Northern Piedmont,Franklin,45.5,"Franklin County, North Carolina",37069,NC
2009,North Carolina,Northern Piedmont,Granville,37.0,"Granville County, North Carolina",37077,NC
2009,North Carolina,Central Coastal,Greene,53.5,"Greene County, North Carolina",37079,NC
2009,North Carolina,Northern Piedmont,Guilford,40.0,"Guilford County, North Carolina",37081,NC
2009,North Carolina,Central Coastal,Johnston,48.5,"Johnston County, North Carolina",37101,NC
2009,North Carolina,Central Coastal,Lenoir,45.5,"Lenoir County, North Carolina",37107,NC
2009,North Carolina,Northern Coastal,Martin,48.5,"Martin County, North Carolina",37117,NC
2009,North Carolina,Northern Piedmont,Orange,49.0,"Orange County, North Carolina",37135,NC
2009,North Carolina,Northern Coastal,Pasquotank,48.0,"Pasquotank County, North Carolina",37139,NC
2009,North Carolina,Northern Coastal,Perquimans,61.5,"Perquimans County, North Carolina",37143,NC
2009,North Carolina,Central Coastal,Pitt,47.5,"Pitt County, North Carolina",37147,NC
2009,North Carolina,Central Piedmont,Randolph,45.5,"Randolph County, North Carolina",37151,NC
2009,North Carolina,Southern Coastal,Robeson,48.0,"Robeson County, North Carolina",37155,NC
2009,North Carolina,Northern Piedmont,Rockingham,34.0,"Rockingham County, North Carolina",37157,NC
2009,North Carolina,Central Piedmont,Rowan,51.5,"Rowan County, North Carolina",37159,NC
2009,North Carolina,Southern Coastal,Sampson,44.5,"Sampson County, North Carolina",37163,NC
2009,North Carolina,Southern Piedmont,Union,48.0,"Union County, North Carolina",37179,NC
2009,North Carolina,Northern Piedmont,Vance,45.5,"Vance County, North Carolina",37181,NC
2009,North Carolina,Central Piedmont,Wake,39.0,"Wake County, North Carolina",37183,NC
2009,North Carolina,Northern Piedmont,Warren,31.0,"Warren County, North Carolina",37185,NC
2009,North Carolina,Northern Coastal,Washington,59.0,"Washington County, North Carolina",37187,NC
2008,North Carolina,Northern Piedmont,Alamance,56.0,"Alamance County, North Carolina",37001,NC
2008,North Carolina,Central Piedmont,Catawba,65.0,"Catawba County, North Carolina",37035,NC
2008,North Carolina,Northern Coastal,Currituck,69.5,"Currituck County, North Carolina",37053,NC
2008,North Carolina,Central Piedmont,Davidson,64.0,"Davidson County, North Carolina",37057,NC
2008,North Carolina,Central Piedmont,Davie,66.5,"Davie County, North Carolina",37059,NC
2008,North Carolina,Northern Piedmont,Franklin,63.0,"Franklin County, North Carolina",37069,NC
2008,North Carolina,Northern Piedmont,Granville,54.5,"Granville County, North Carolina",37077,NC
2008,North Carolina,Central Coastal,Greene,59.5,"Greene County, North Carolina",37079,NC
2008,North Carolina,Northern Piedmont,Guilford,52.5,"Guilford County, North Carolina",37081,NC
2008,North Carolina,Central Coastal,Johnston,61.5,"Johnston County, North Carolina",37101,NC
2008,North Carolina,Central Coastal,Lenoir,48.5,"Lenoir County, North Carolina",37107,NC
2008,North Carolina,Northern Coastal,Martin,55.0,"Martin County, North Carolina",37117,NC
2008,North Carolina,Northern Piedmont,Orange,59.0,"Orange County, North Carolina",37135,NC
2008,North Carolina,Northern Coastal,Pasquotank,68.5,"Pasquotank County, North Carolina",37139,NC
2008,North Carolina,Northern Coastal,Perquimans,71.5,"Perquimans County, North Carolina",37143,NC
2008,North Carolina,Central Coastal,Pitt,57.0,"Pitt County, North Carolina",37147,NC
2008,North Carolina,Central Piedmont,Randolph,58.0,"Randolph County, North Carolina",37151,NC
2008,North Carolina,Southern Coastal,Robeson,55.0,"Robeson County, North Carolina",37155,NC
2008,North Carolina,Northern Piedmont,Rockingham,55.0,"Rockingham County, North Carolina",37157,NC
2008,North Carolina,Central Piedmont,Rowan,71.5,"Rowan County, North Carolina",37159,NC
2008,North Carolina,Southern Coastal,Sampson,58.0,"Sampson County, North Carolina",37163,NC
2008,North Carolina,Southern Piedmont,Union,69.5,"Union County, North Carolina",37179,NC
2008,North Carolina,Northern Piedmont,Vance,59.5,"Vance County, North Carolina",37181,NC
2008,North Carolina,Central Piedmont,Wake,53.5,"Wake County, North Carolina",37183,NC
2008,North Carolina,Northern Piedmont,Warren,63.5,"Warren County, North Carolina",37185,NC
2008,North Carolina,Northern Coastal,Washington,57.0,"Washington County, North Carolina",37187,NC
2007,North Carolina,Northern Piedmont,Alamance,41.0,"Alamance County, North Carolina",37001,NC
2007,North Carolina,Central Piedmont,Catawba,38.0,"Catawba County, North Carolina",37035,NC
2007,North Carolina,Northern Coastal,Currituck,65.0,"Currituck County, North Carolina",37053,NC
2007,North Carolina,Central Piedmont,Davidson,44.0,"Davidson County, North Carolina",37057,NC
2007,North Carolina,Central Piedmont,Davie,36.0,"Davie County, North Carolina",37059,NC
2007,North Carolina,Northern Piedmont,Franklin,43.0,"Franklin County, North Carolina",37069,NC
2007,North Carolina,Northern Piedmont,Granville,33.0,"Granville County, North Carolina",37077,NC
2007,North Carolina,Central Coastal,Greene,47.0,"Greene County, North Carolina",37079,NC
2007,North Carolina,Northern Piedmont,Guilford,46.0,"Guilford County, North Carolina",37081,NC
2007,North Carolina,Central Coastal,Johnston,44.0,"Johnston County, North Carolina",37101,NC
2007,North Carolina,Central Coastal,Lenoir,27.0,"Lenoir County, North Carolina",37107,NC
2007,North Carolina,Northern Coastal,Martin,46.0,"Martin County, North Carolina",37117,NC
2007,North Carolina,Northern Piedmont,Orange,55.0,"Orange County, North Carolina",37135,NC
2007,North Carolina,Northern Coastal,Pasquotank,46.0,"Pasquotank County, North Carolina",37139,NC
2007,North Carolina,Northern Coastal,Perquimans,64.0,"Perquimans County, North Carolina",37143,NC
2007,North Carolina,Central Coastal,Pitt,41.0,"Pitt County, North Carolina",37147,NC
2007,North Carolina,Central Piedmont,Randolph,46.0,"Randolph County, North Carolina",37151,NC
2007,North Carolina,Southern Coastal,Robeson,25.0,"Robeson County, North Carolina",37155,NC
2007,North Carolina,Northern Piedmont,Rockingham,42.0,"Rockingham County, North Carolina",37157,NC
2007,North Carolina,Central Piedmont,Rowan,45.0,"Rowan County, North Carolina",37159,NC
2007,North Carolina,Southern Coastal,Sampson,26.0,"Sampson County, North Carolina",37163,NC
2007,North Carolina,Southern Piedmont,Union,38.0,"Union County, North Carolina",37179,NC
2007,North Carolina,Northern Piedmont,Vance,46.0,"Vance County, North Carolina",37181,NC
2007,North Carolina,Central Piedmont,Wake,30.0,"Wake County, North Carolina",37183,NC
2007,North Carolina,Northern Piedmont,Warren,46.0,"Warren County, North Carolina",37185,NC
2007,North Carolina,Northern Coastal,Washington,47.0,"Washington County, North Carolina",37187,NC
2006,North Carolina,Northern Piedmont,Alamance,55.0,"Alamance County, North Carolina",37001,NC
2006,North Carolina,Central Piedmont,Catawba,55.0,"Catawba County, North Carolina",37035,NC
2006,North Carolina,Northern Coastal,Currituck,73.0,"Currituck County, North Carolina",37053,NC
2006,North Carolina,Central Piedmont,Davidson,60.0,"Davidson County, North Carolina",37057,NC
2006,North Carolina,Central Piedmont,Davie,59.0,"Davie County, North Carolina",37059,NC
2006,North Carolina,Northern Piedmont,Franklin,50.0,"Franklin County, North Carolina",37069,NC
2006,North Carolina,Northern Piedmont,Granville,53.0,"Granville County, North Carolina",37077,NC
2006,North Carolina,Central Coastal,Greene,58.0,"Greene County, North Carolina",37079,NC
2006,North Carolina,Northern Piedmont,Guilford,58.0,"Guilford County, North Carolina",37081,NC
2006,North Carolina,Central Coastal,Johnston,58.0,"Johnston County, North Carolina",37101,NC
2006,North Carolina,Central Coastal,Lenoir,48.0,"Lenoir County, North Carolina",37107,NC
2006,North Carolina,Northern Coastal,Martin,57.0,"Martin County, North Carolina",37117,NC
2006,North Carolina,Northern Piedmont,Orange,59.0,"Orange County, North Carolina",37135,NC
2006,North Carolina,Northern Coastal,Pasquotank,74.0,"Pasquotank County, North Carolina",37139,NC
2006,North Carolina,Northern Coastal,Perquimans,74.0,"Perquimans County, North Carolina",37143,NC
2006,North Carolina,Central Coastal,Pitt,51.0,"Pitt County, North Carolina",37147,NC
2006,North Carolina,Central Piedmont,Randolph,69.0,"Randolph County, North Carolina",37151,NC
2006,North Carolina,Southern Coastal,Robeson,54.0,"Robeson County, North Carolina",37155,NC
2006,North Carolina,Northern Piedmont,Rockingham,50.0,"Rockingham County, North Carolina",37157,NC
2006,North Carolina,Central Piedmont,Rowan,69.0,"Rowan County, North Carolina",37159,NC
2006,North Carolina,Southern Coastal,Sampson,50.0,"Sampson County, North Carolina",37163,NC
2006,North Carolina,Southern Piedmont,Union,66.0,"Union County, North Carolina",37179,NC
2006,North Carolina,Northern Piedmont,Vance,56.0,"Vance County, North Carolina",37181,NC
2006,North Carolina,Central Piedmont,Wake,48.0,"Wake County, North Carolina",37183,NC
2006,North Carolina,Northern Piedmont,Warren,53.0,"Warren County, North Carolina",37185,NC
2006,North Carolina,Northern Coastal,Washington,76.0,"Washington County, North Carolina",37187,NC
2005,North Carolina,Northern Piedmont,Alamance,47.0,"Alamance County, North Carolina",37001,NC
2005,North Carolina,Central Piedmont,Catawba,55.0,"Catawba County, North Carolina",37035,NC
2005,North Carolina,Northern Coastal,Currituck,55.0,"Currituck County, North Carolina",37053,NC
2005,North Carolina,Central Piedmont,Davidson,54.0,"Davidson County, North Carolina",37057,NC
2005,North Carolina,Central Piedmont,Davie,57.0,"Davie County, North Carolina",37059,NC
2005,North Carolina,Northern Piedmont,Franklin,53.0,"Franklin County, North Carolina",37069,NC
2005,North Carolina,Northern Piedmont,Granville,50.0,"Granville County, North Carolina",37077,NC
2005,North Carolina,Central Coastal,Greene,50.0,"Greene County, North Carolina",37079,NC
2005,North Carolina,Northern Piedmont,Guilford,52.0,"Guilford County, North Carolina",37081,NC
2005,North Carolina,Central Coastal,Johnston,55.0,"Johnston County, North Carolina",37101,NC
2005,North Carolina,Central Coastal,Lenoir,56.0,"Lenoir County, North Carolina",37107,NC
2005,North Carolina,Northern Coastal,Martin,55.0,"Martin County, North Carolina",37117,NC
2005,North Carolina,Northern Piedmont,Orange,51.0,"Orange County, North Carolina",37135,NC
2005,North Carolina,Northern Coastal,Pasquotank,68.0,"Pasquotank County, North Carolina",37139,NC
