Year,State,Ag District,County,Value,Location,ANSI Code,State Initial
2013,Mississippi,North Central,Marshall,30.2,"Marshall County, Mississippi",28093,MS
2013,Mississippi,East Central,Monroe,37.5,"Monroe County, Mississippi",28095,MS
2013,Mississippi,East Central,Noxubee,51.3,"Noxubee County, Mississippi",28103,MS
2013,Mississippi,North Central,Panola,44.5,"Panola County, Mississippi",28107,MS
2013,Mississippi,Northeast,Pontotoc,35.4,"Pontotoc County, Mississippi",28115,MS
2013,Mississippi,Northeast,Prentiss,33.7,"Prentiss County, Mississippi",28117,MS
2013,Mississippi,Upper Delta,Quitman,39.3,"Quitman County, Mississippi",28119,MS
2013,Mississippi,Lower Delta,Sharkey,56.7,"Sharkey County, Mississippi",28125,MS
2013,Mississippi,Lower Delta,Sunflower,53.6,"Sunflower County, Mississippi",28133,MS
2013,Mississippi,Upper Delta,Tallahatchie,47.5,"Tallahatchie County, Mississippi",28135,MS
2013,Mississippi,North Central,Tate,37.5,"Tate County, Mississippi",28137,MS
2013,Mississippi,Upper Delta,Tunica,45.1,"Tunica County, Mississippi",28143,MS
2013,Mississippi,Northeast,Union,36.2,"Union County, Mississippi",28145,MS
2013,Mississippi,Lower Delta,Washington,51.6,"Washington County, Mississippi",28151,MS
2013,Mississippi,Lower Delta,Yazoo,48.7,"Yazoo County, Mississippi",28163,MS
2012,Mississippi,Northeast,Alcorn,42.2,"Alcorn County, Mississippi",28003,MS
2012,Mississippi,North Central,Benton,33.6,"Benton County, Mississippi",28009,MS
2012,Mississippi,Upper Delta,Bolivar,46.3,"Bolivar County, Mississippi",28011,MS
2012,Mississippi,North Central,Calhoun,43.0,"Calhoun County, Mississippi",28013,MS
2012,Mississippi,Upper Delta,Coahoma,44.0,"Coahoma County, Mississippi",28027,MS
2012,Mississippi,North Central,De Soto,30.6,"De Soto County, Mississippi",28033,MS
2012,Mississippi,Southwest,Hinds,49.0,"Hinds County, Mississippi",28049,MS
2012,Mississippi,Central,Holmes,50.4,"Holmes County, Mississippi",28051,MS
2012,Mississippi,Lower Delta,Humphreys,46.8,"Humphreys County, Mississippi",28053,MS
2012,Mississippi,Lower Delta,Issaquena,51.4,"Issaquena County, Mississippi",28055,MS
2012,Mississippi,Lower Delta,Leflore,54.8,"Leflore County, Mississippi",28083,MS
2012,Mississippi,Central,Madison,44.6,"Madison County, Mississippi",28089,MS
2012,Mississippi,North Central,Marshall,35.9,"Marshall County, Mississippi",28093,MS
2012,Mississippi,East Central,Monroe,42.4,"Monroe County, Mississippi",28095,MS
2012,Mississippi,East Central,Noxubee,47.6,"Noxubee County, Mississippi",28103,MS
2012,Mississippi,North Central,Panola,37.1,"Panola County, Mississippi",28107,MS
2012,Mississippi,Northeast,Pontotoc,38.4,"Pontotoc County, Mississippi",28115,MS
2012,Mississippi,Northeast,Prentiss,35.2,"Prentiss County, Mississippi",28117,MS
2012,Mississippi,Upper Delta,Quitman,34.7,"Quitman County, Mississippi",28119,MS
2012,Mississippi,Lower Delta,Sharkey,54.8,"Sharkey County, Mississippi",28125,MS
2012,Mississippi,Lower Delta,Sunflower,51.6,"Sunflower County, Mississippi",28133,MS
2012,Mississippi,Upper Delta,Tallahatchie,33.9,"Tallahatchie County, Mississippi",28135,MS
2012,Mississippi,North Central,Tate,30.2,"Tate County, Mississippi",28137,MS
2012,Mississippi,Upper Delta,Tunica,31.9,"Tunica County, Mississippi",28143,MS
2012,Mississippi,Northeast,Union,40.8,"Union County, Mississippi",28145,MS
2012,Mississippi,Lower Delta,Washington,57.4,"Washington County, Mississippi",28151,MS
2012,Mississippi,Lower Delta,Yazoo,46.7,"Yazoo County, Mississippi",28163,MS
2011,Mississippi,Northeast,Alcorn,38.0,"Alcorn County, Mississippi",28003,MS
2011,Mississippi,North Central,Benton,23.2,"Benton County, Mississippi",28009,MS
2011,Mississippi,Upper Delta,Bolivar,42.5,"Bolivar County, Mississippi",28011,MS
2011,Mississippi,North Central,Calhoun,33.9,"Calhoun County, Mississippi",28013,MS
2011,Mississippi,Upper Delta,Coahoma,38.8,"Coahoma County, Mississippi",28027,MS
2011,Mississippi,North Central,De Soto,32.5,"De Soto County, Mississippi",28033,MS
2011,Mississippi,Southwest,Hinds,37.3,"Hinds County, Mississippi",28049,MS
2011,Mississippi,Central,Holmes,36.9,"Holmes County, Mississippi",28051,MS
2011,Mississippi,Lower Delta,Humphreys,42.2,"Humphreys County, Mississippi",28053,MS
2011,Mississippi,Lower Delta,Issaquena,38.6,"Issaquena County, Mississippi",28055,MS
2011,Mississippi,Lower Delta,Leflore,47.9,"Leflore County, Mississippi",28083,MS
2011,Mississippi,Central,Madison,35.7,"Madison County, Mississippi",28089,MS
2011,Mississippi,North Central,Marshall,28.0,"Marshall County, Mississippi",28093,MS
2011,Mississippi,East Central,Monroe,26.4,"Monroe County, Mississippi",28095,MS
2011,Mississippi,East Central,Noxubee,35.3,"Noxubee County, Mississippi",28103,MS
2011,Mississippi,North Central,Panola,32.2,"Panola County, Mississippi",28107,MS
2011,Mississippi,Northeast,Pontotoc,26.9,"Pontotoc County, Mississippi",28115,MS
2011,Mississippi,Northeast,Prentiss,26.8,"Prentiss County, Mississippi",28117,MS
2011,Mississippi,Upper Delta,Quitman,34.5,"Quitman County, Mississippi",28119,MS
2011,Mississippi,Lower Delta,Sharkey,42.3,"Sharkey County, Mississippi",28125,MS
2011,Mississippi,Lower Delta,Sunflower,44.6,"Sunflower County, Mississippi",28133,MS
2011,Mississippi,Upper Delta,Tallahatchie,40.4,"Tallahatchie County, Mississippi",28135,MS
2011,Mississippi,North Central,Tate,31.6,"Tate County, Mississippi",28137,MS
2011,Mississippi,Upper Delta,Tunica,33.7,"Tunica County, Mississippi",28143,MS
2011,Mississippi,Northeast,Union,25.9,"Union County, Mississippi",28145,MS
2011,Mississippi,Lower Delta,Washington,50.3,"Washington County, Mississippi",28151,MS
2011,Mississippi,Lower Delta,Yazoo,38.3,"Yazoo County, Mississippi",28163,MS
2010,Mississippi,Northeast,Alcorn,29.0,"Alcorn County, Mississippi",28003,MS
2010,Mississippi,North Central,Benton,33.0,"Benton County, Mississippi",28009,MS
2010,Mississippi,Upper Delta,Bolivar,45.0,"Bolivar County, Mississippi",28011,MS
2010,Mississippi,North Central,Calhoun,27.5,"Calhoun County, Mississippi",28013,MS
2010,Mississippi,Upper Delta,Coahoma,38.0,"Coahoma County, Mississippi",28027,MS
2010,Mississippi,North Central,De Soto,28.0,"De Soto County, Mississippi",28033,MS
2010,Mississippi,Southwest,Hinds,38.0,"Hinds County, Mississippi",28049,MS
2010,Mississippi,Central,Holmes,38.0,"Holmes County, Mississippi",28051,MS
2010,Mississippi,Lower Delta,Humphreys,40.5,"Humphreys County, Mississippi",28053,MS
2010,Mississippi,Lower Delta,Issaquena,43.0,"Issaquena County, Mississippi",28055,MS
2010,Mississippi,Lower Delta,Leflore,46.0,"Leflore County, Mississippi",28083,MS
2010,Mississippi,Central,Madison,35.0,"Madison County, Mississippi",28089,MS
2010,Mississippi,North Central,Marshall,29.5,"Marshall County, Mississippi",28093,MS
2010,Mississippi,East Central,Monroe,25.5,"Monroe County, Mississippi",28095,MS
2010,Mississippi,East Central,Noxubee,31.0,"Noxubee County, Mississippi",28103,MS
2010,Mississippi,North Central,Panola,30.0,"Panola County, Mississippi",28107,MS
2010,Mississippi,Northeast,Pontotoc,26.0,"Pontotoc County, Mississippi",28115,MS
2010,Mississippi,Northeast,Prentiss,24.9,"Prentiss County, Mississippi",28117,MS
2010,Mississippi,Upper Delta,Quitman,30.0,"Quitman County, Mississippi",28119,MS
2010,Mississippi,Lower Delta,Sharkey,44.0,"Sharkey County, Mississippi",28125,MS
2010,Mississippi,Lower Delta,Sunflower,48.0,"Sunflower County, Mississippi",28133,MS
2010,Mississippi,Upper Delta,Tallahatchie,37.0,"Tallahatchie County, Mississippi",28135,MS
2010,Mississippi,North Central,Tate,29.0,"Tate County, Mississippi",28137,MS
2010,Mississippi,Upper Delta,Tunica,30.0,"Tunica County, Mississippi",28143,MS
2010,Mississippi,Northeast,Union,27.5,"Union County, Mississippi",28145,MS
2010,Mississippi,Lower Delta,Washington,49.0,"Washington County, Mississippi",28151,MS
2010,Mississippi,Lower Delta,Yazoo,38.0,"Yazoo County, Mississippi",28163,MS
2009,Mississippi,Northeast,Alcorn,31.0,"Alcorn County, Mississippi",28003,MS
2009,Mississippi,North Central,Benton,35.0,"Benton County, Mississippi",28009,MS
2009,Mississippi,Upper Delta,Bolivar,42.0,"Bolivar County, Mississippi",28011,MS
2009,Mississippi,North Central,Calhoun,32.0,"Calhoun County, Mississippi",28013,MS
2009,Mississippi,Upper Delta,Coahoma,45.0,"Coahoma County, Mississippi",28027,MS
2009,Mississippi,North Central,De Soto,42.0,"De Soto County, Mississippi",28033,MS
2009,Mississippi,Southwest,Hinds,37.0,"Hinds County, Mississippi",28049,MS
2009,Mississippi,Central,Holmes,27.0,"Holmes County, Mississippi",28051,MS
2009,Mississippi,Lower Delta,Humphreys,28.0,"Humphreys County, Mississippi",28053,MS
2009,Mississippi,Lower Delta,Issaquena,35.0,"Issaquena County, Mississippi",28055,MS
2009,Mississippi,Lower Delta,Leflore,38.0,"Leflore County, Mississippi",28083,MS
2009,Mississippi,Central,Madison,37.0,"Madison County, Mississippi",28089,MS
2009,Mississippi,North Central,Marshall,39.0,"Marshall County, Mississippi",28093,MS
2009,Mississippi,East Central,Monroe,34.0,"Monroe County, Mississippi",28095,MS
2009,Mississippi,East Central,Noxubee,31.0,"Noxubee County, Mississippi",28103,MS
2009,Mississippi,North Central,Panola,32.0,"Panola County, Mississippi",28107,MS
2009,Mississippi,Northeast,Pontotoc,34.0,"Pontotoc County, Mississippi",28115,MS
2009,Mississippi,Northeast,Prentiss,33.0,"Prentiss County, Mississippi",28117,MS
2009,Mississippi,Upper Delta,Quitman,36.0,"Quitman County, Mississippi",28119,MS
2009,Mississippi,Lower Delta,Sharkey,31.0,"Sharkey County, Mississippi",28125,MS
2009,Mississippi,Lower Delta,Sunflower,41.0,"Sunflower County, Mississippi",28133,MS
2009,Mississippi,Upper Delta,Tallahatchie,42.0,"Tallahatchie County, Mississippi",28135,MS
2009,Mississippi,North Central,Tate,41.0,"Tate County, Mississippi",28137,MS
2009,Mississippi,Upper Delta,Tunica,39.0,"Tunica County, Mississippi",28143,MS
2009,Mississippi,Northeast,Union,32.0,"Union County, Mississippi",28145,MS
2009,Mississippi,Lower Delta,Washington,43.0,"Washington County, Mississippi",28151,MS
2009,Mississippi,Lower Delta,Yazoo,35.0,"Yazoo County, Mississippi",28163,MS
2008,Mississippi,Northeast,Alcorn,37.0,"Alcorn County, Mississippi",28003,MS
2008,Mississippi,North Central,Benton,32.0,"Benton County, Mississippi",28009,MS
2008,Mississippi,Upper Delta,Bolivar,42.0,"Bolivar County, Mississippi",28011,MS
2008,Mississippi,North Central,Calhoun,38.0,"Calhoun County, Mississippi",28013,MS
2008,Mississippi,Upper Delta,Coahoma,43.0,"Coahoma County, Mississippi",28027,MS
2008,Mississippi,North Central,De Soto,33.0,"De Soto County, Mississippi",28033,MS
2008,Mississippi,Southwest,Hinds,42.5,"Hinds County, Mississippi",28049,MS
2008,Mississippi,Central,Holmes,47.0,"Holmes County, Mississippi",28051,MS
2008,Mississippi,Lower Delta,Humphreys,35.0,"Humphreys County, Mississippi",28053,MS
2008,Mississippi,Lower Delta,Issaquena,32.0,"Issaquena County, Mississippi",28055,MS
2008,Mississippi,Lower Delta,Leflore,43.0,"Leflore County, Mississippi",28083,MS
2008,Mississippi,Central,Madison,42.0,"Madison County, Mississippi",28089,MS
2008,Mississippi,North Central,Marshall,33.5,"Marshall County, Mississippi",28093,MS
2008,Mississippi,East Central,Monroe,33.0,"Monroe County, Mississippi",28095,MS
2008,Mississippi,East Central,Noxubee,36.0,"Noxubee County, Mississippi",28103,MS
2008,Mississippi,North Central,Panola,40.0,"Panola County, Mississippi",28107,MS
2008,Mississippi,Northeast,Pontotoc,35.0,"Pontotoc County, Mississippi",28115,MS
2008,Mississippi,Northeast,Prentiss,31.0,"Prentiss County, Mississippi",28117,MS
2008,Mississippi,Upper Delta,Quitman,34.0,"Quitman County, Mississippi",28119,MS
2008,Mississippi,Lower Delta,Sharkey,40.0,"Sharkey County, Mississippi",28125,MS
2008,Mississippi,Lower Delta,Sunflower,43.0,"Sunflower County, Mississippi",28133,MS
2008,Mississippi,Upper Delta,Tallahatchie,41.5,"Tallahatchie County, Mississippi",28135,MS
2008,Mississippi,North Central,Tate,36.5,"Tate County, Mississippi",28137,MS
2008,Mississippi,Upper Delta,Tunica,43.0,"Tunica County, Mississippi",28143,MS
2008,Mississippi,Northeast,Union,33.0,"Union County, Mississippi",28145,MS
2008,Mississippi,Lower Delta,Washington,45.0,"Washington County, Mississippi",28151,MS
2008,Mississippi,Lower Delta,Yazoo,40.0,"Yazoo County, Mississippi",28163,MS
2007,Mississippi,Northeast,Alcorn,19.0,"Alcorn County, Mississippi",28003,MS
2007,Mississippi,North Central,Benton,24.0,"Benton County, Mississippi",28009,MS
2007,Mississippi,Upper Delta,Bolivar,49.0,"Bolivar County, Mississippi",28011,MS
2007,Mississippi,North Central,Calhoun,37.0,"Calhoun County, Mississippi",28013,MS
2007,Mississippi,Upper Delta,Coahoma,44.0,"Coahoma County, Mississippi",28027,MS
2007,Mississippi,North Central,De Soto,29.0,"De Soto County, Mississippi",28033,MS
2007,Mississippi,Southwest,Hinds,40.0,"Hinds County, Mississippi",28049,MS
2007,Mississippi,Central,Holmes,44.0,"Holmes County, Mississippi",28051,MS
2007,Mississippi,Lower Delta,Humphreys,40.0,"Humphreys County, Mississippi",28053,MS
2007,Mississippi,Lower Delta,Issaquena,44.0,"Issaquena County, Mississippi",28055,MS
2007,Mississippi,Lower Delta,Leflore,45.0,"Leflore County, Mississippi",28083,MS
2007,Mississippi,Central,Madison,38.0,"Madison County, Mississippi",28089,MS
2007,Mississippi,North Central,Marshall,21.0,"Marshall County, Mississippi",28093,MS
2007,Mississippi,East Central,Monroe,34.0,"Monroe County, Mississippi",28095,MS
2007,Mississippi,East Central,Noxubee,29.0,"Noxubee County, Mississippi",28103,MS
2007,Mississippi,North Central,Panola,29.0,"Panola County, Mississippi",28107,MS
2007,Mississippi,Northeast,Pontotoc,24.0,"Pontotoc County, Mississippi",28115,MS
2007,Mississippi,Northeast,Prentiss,22.0,"Prentiss County, Mississippi",28117,MS
2007,Mississippi,Upper Delta,Quitman,39.5,"Quitman County, Mississippi",28119,MS
2007,Mississippi,Lower Delta,Sharkey,50.0,"Sharkey County, Mississippi",28125,MS
2007,Mississippi,Lower Delta,Sunflower,44.0,"Sunflower County, Mississippi",28133,MS
2007,Mississippi,Upper Delta,Tallahatchie,44.0,"Tallahatchie County, Mississippi",28135,MS
2007,Mississippi,North Central,Tate,27.5,"Tate County, Mississippi",28137,MS
2007,Mississippi,Upper Delta,Tunica,36.0,"Tunica County, Mississippi",28143,MS
2007,Mississippi,Northeast,Union,26.0,"Union County, Mississippi",28145,MS
2007,Mississippi,Lower Delta,Washington,48.5,"Washington County, Mississippi",28151,MS
2007,Mississippi,Lower Delta,Yazoo,40.0,"Yazoo County, Mississippi",28163,MS
2006,Mississippi,Northeast,Alcorn,17.7,"Alcorn County, Mississippi",28003,MS
2006,Mississippi,North Central,Benton,23.5,"Benton County, Mississippi",28009,MS
2006,Mississippi,Upper Delta,Bolivar,27.5,"Bolivar County, Mississippi",28011,MS
2006,Mississippi,North Central,Calhoun,16.3,"Calhoun County, Mississippi",28013,MS
2006,Mississippi,Upper Delta,Coahoma,26.1,"Coahoma County, Mississippi",28027,MS
2006,Mississippi,North Central,De Soto,24.9,"De Soto County, Mississippi",28033,MS
2006,Mississippi,Southwest,Hinds,34.7,"Hinds County, Mississippi",28049,MS
2006,Mississippi,Central,Holmes,32.0,"Holmes County, Mississippi",28051,MS
2006,Mississippi,Lower Delta,Humphreys,25.9,"Humphreys County, Mississippi",28053,MS
2006,Mississippi,Lower Delta,Issaquena,32.9,"Issaquena County, Mississippi",28055,MS
2006,Mississippi,Lower Delta,Leflore,31.5,"Leflore County, Mississippi",28083,MS
2006,Mississippi,Central,Madison,25.3,"Madison County, Mississippi",28089,MS
2006,Mississippi,North Central,Marshall,19.9,"Marshall County, Mississippi",28093,MS
2006,Mississippi,East Central,Monroe,12.3,"Monroe County, Mississippi",28095,MS
2006,Mississippi,East Central,Noxubee,12.8,"Noxubee County, Mississippi",28103,MS
2006,Mississippi,North Central,Panola,17.9,"Panola County, Mississippi",28107,MS
2006,Mississippi,Northeast,Pontotoc,18.9,"Pontotoc County, Mississippi",28115,MS
2006,Mississippi,Northeast,Prentiss,17.6,"Prentiss County, Mississippi",28117,MS
2006,Mississippi,Upper Delta,Quitman,20.1,"Quitman County, Mississippi",28119,MS
2006,Mississippi,Lower Delta,Sharkey,29.1,"Sharkey County, Mississippi",28125,MS
2006,Mississippi,Lower Delta,Sunflower,26.7,"Sunflower County, Mississippi",28133,MS
2006,Mississippi,Upper Delta,Tallahatchie,24.0,"Tallahatchie County, Mississippi",28135,MS
2006,Mississippi,North Central,Tate,24.0,"Tate County, Mississippi",28137,MS
2006,Mississippi,Upper Delta,Tunica,21.0,"Tunica County, Mississippi",28143,MS
2006,Mississippi,Northeast,Union,22.5,"Union County, Mississippi",28145,MS
2006,Mississippi,Lower Delta,Washington,35.5,"Washington County, Mississippi",28151,MS
2006,Mississippi,Lower Delta,Yazoo,28.4,"Yazoo County, Mississippi",28163,MS
2005,Mississippi,Northeast,Alcorn,34.5,"Alcorn County, Mississippi",28003,MS
2005,Mississippi,North Central,Benton,29.4,"Benton County, Mississippi",28009,MS
2005,Mississippi,Upper Delta,Bolivar,41.3,"Bolivar County, Mississippi",28011,MS
2005,Mississippi,North Central,Calhoun,31.1,"Calhoun County, Mississippi",28013,MS
2005,Mississippi,Upper Delta,Coahoma,35.7,"Coahoma County, Mississippi",28027,MS
2005,Mississippi,North Central,De Soto,33.9,"De Soto County, Mississippi",28033,MS
2005,Mississippi,Southwest,Hinds,38.1,"Hinds County, Mississippi",28049,MS
2005,Mississippi,Central,Holmes,39.9,"Holmes County, Mississippi",28051,MS
2005,Mississippi,Lower Delta,Humphreys,36.7,"Humphreys County, Mississippi",28053,MS
2005,Mississippi,Lower Delta,Issaquena,40.5,"Issaquena County, Mississippi",28055,MS
2005,Mississippi,Lower Delta,Leflore,37.9,"Leflore County, Mississippi",28083,MS
2005,Mississippi,Central,Madison,35.6,"Madison County, Mississippi",28089,MS
2005,Mississippi,North Central,Marshall,31.0,"Marshall County, Mississippi",28093,MS
2005,Mississippi,East Central,Monroe,32.0,"Monroe County, Mississippi",28095,MS
2005,Mississippi,East Central,Noxubee,37.1,"Noxubee County, Mississippi",28103,MS
2005,Mississippi,North Central,Panola,26.7,"Panola County, Mississippi",28107,MS
2005,Mississippi,Northeast,Pontotoc,26.7,"Pontotoc County, Mississippi",28115,MS
2005,Mississippi,Northeast,Prentiss,30.5,"Prentiss County, Mississippi",28117,MS
2005,Mississippi,Upper Delta,Quitman,29.8,"Quitman County, Mississippi",28119,MS
2005,Mississippi,Lower Delta,Sharkey,41.2,"Sharkey County, Mississippi",28125,MS
2005,Mississippi,Lower Delta,Sunflower,39.6,"Sunflower County, Mississippi",28133,MS
2005,Mississippi,Upper Delta,Tallahatchie,35.2,"Tallahatchie County, Mississippi",28135,MS
2005,Mississippi,North Central,Tate,25.4,"Tate County, Mississippi",28137,MS
2005,Mississippi,Upper Delta,Tunica,28.7,"Tunica County, Mississippi",28143,MS
2005,Mississippi,Northeast,Union,30.4,"Union County, Mississippi",28145,MS
2005,Mississippi,Lower Delta,Washington,44.0,"Washington County, Mississippi",28151,MS
2005,Mississippi,Lower Delta,Yazoo,39.7,"Yazoo County, Mississippi",28163,MS
2004,Mississippi,Northeast,Alcorn,27.8,"Alcorn County, Mississippi",28003,MS
2004,Mississippi,North Central,Benton,31.1,"Benton County, Mississippi",28009,MS
2004,Mississippi,Upper Delta,Bolivar,41.4,"Bolivar County, Mississippi",28011,MS
2004,Mississippi,North Central,Calhoun,35.8,"Calhoun County, Mississippi",28013,MS
2004,Mississippi,Upper Delta,Coahoma,39.5,"Coahoma County, Mississippi",28027,MS
2004,Mississippi,North Central,De Soto,33.2,"De Soto County, Mississippi",28033,MS
2004,Mississippi,Southwest,Hinds,44.6,"Hinds County, Mississippi",28049,MS
2004,Mississippi,Central,Holmes,43.3,"Holmes County, Mississippi",28051,MS
2004,Mississippi,Lower Delta,Humphreys,38.8,"Humphreys County, Mississippi",28053,MS
2004,Mississippi,Lower Delta,Issaquena,39.3,"Issaquena County, Mississippi",28055,MS
2004,Mississippi,Lower Delta,Leflore,39.8,"Leflore County, Mississippi",28083,MS
2004,Mississippi,Central,Madison,38.0,"Madison County, Mississippi",28089,MS
2004,Mississippi,North Central,Marshall,32.5,"Marshall County, Mississippi",28093,MS
2004,Mississippi,East Central,Monroe,30.0,"Monroe County, Mississippi",28095,MS
2004,Mississippi,East Central,Noxubee,35.4,"Noxubee County, Mississippi",28103,MS
2004,Mississippi,North Central,Panola,34.1,"Panola County, Mississippi",28107,MS
2004,Mississippi,Northeast,Pontotoc,27.7,"Pontotoc County, Mississippi",28115,MS
2004,Mississippi,Northeast,Prentiss,25.1,"Prentiss County, Mississippi",28117,MS
2004,Mississippi,Upper Delta,Quitman,37.2,"Quitman County, Mississippi",28119,MS
2004,Mississippi,Lower Delta,Sharkey,38.9,"Sharkey County, Mississippi",28125,MS
2004,Mississippi,Lower Delta,Sunflower,38.9,"Sunflower County, Mississippi",28133,MS
2004,Mississippi,Upper Delta,Tallahatchie,37.8,"Tallahatchie County, Mississippi",28135,MS
2004,Mississippi,North Central,Tate,30.8,"Tate County, Mississippi",28137,MS
2004,Mississippi,Upper Delta,Tunica,32.0,"Tunica County, Mississippi",28143,MS
2004,Mississippi,Northeast,Union,25.9,"Union County, Mississippi",28145,MS
2004,Mississippi,Lower Delta,Washington,43.5,"Washington County, Mississippi",28151,MS
2004,Mississippi,Lower Delta,Yazoo,38.1,"Yazoo County, Mississippi",28163,MS
2003,Mississippi,Northeast,Alcorn,34.0,"Alcorn County, Mississippi",28003,MS
2003,Mississippi,North Central,Benton,34.3,"Benton County, Mississippi",28009,MS
2003,Mississippi,Upper Delta,Bolivar,44.1,"Bolivar County, Mississippi",28011,MS
2003,Mississippi,North Central,Calhoun,37.4,"Calhoun County, Mississippi",28013,MS
2003,Mississippi,Upper Delta,Coahoma,40.4,"Coahoma County, Mississippi",28027,MS
2003,Mississippi,North Central,De Soto,36.3,"De Soto County, Mississippi",28033,MS
2003,Mississippi,Southwest,Hinds,39.7,"Hinds County, Mississippi",28049,MS
2003,Mississippi,Central,Holmes,37.2,"Holmes County, Mississippi",28051,MS
2003,Mississippi,Lower Delta,Humphreys,32.8,"Humphreys County, Mississippi",28053,MS
2003,Mississippi,Lower Delta,Issaquena,37.1,"Issaquena County, Mississippi",28055,MS
2003,Mississippi,Lower Delta,Leflore,41.9,"Leflore County, Mississippi",28083,MS
2003,Mississippi,Central,Madison,39.8,"Madison County, Mississippi",28089,MS
2003,Mississippi,North Central,Marshall,36.8,"Marshall County, Mississippi",28093,MS
2003,Mississippi,East Central,Monroe,33.6,"Monroe County, Mississippi",28095,MS
2003,Mississippi,East Central,Noxubee,37.5,"Noxubee County, Mississippi",28103,MS
2003,Mississippi,North Central,Panola,34.6,"Panola County, Mississippi",28107,MS
2003,Mississippi,Northeast,Pontotoc,34.1,"Pontotoc County, Mississippi",28115,MS
2003,Mississippi,Northeast,Prentiss,26.1,"Prentiss County, Mississippi",28117,MS
2003,Mississippi,Upper Delta,Quitman,34.9,"Quitman County, Mississippi",28119,MS
2003,Mississippi,Lower Delta,Sharkey,43.6,"Sharkey County, Mississippi",28125,MS
2003,Mississippi,Lower Delta,Sunflower,39.5,"Sunflower County, Mississippi",28133,MS
2003,Mississippi,Upper Delta,Tallahatchie,37.9,"Tallahatchie County, Mississippi",28135,MS
2003,Mississippi,North Central,Tate,34.4,"Tate County, Mississippi",28137,MS
2003,Mississippi,Upper Delta,Tunica,40.3,"Tunica County, Mississippi",28143,MS
2003,Mississippi,Northeast,Union,29.7,"Union County, Mississippi",28145,MS
2003,Mississippi,Lower Delta,Washington,45.3,"Washington County, Mississippi",28151,MS
2003,Mississippi,Lower Delta,Yazoo,36.2,"Yazoo County, Mississippi",28163,MS
2002,Mississippi,Northeast,Alcorn,23.3,"Alcorn County, Mississippi",28003,MS
2002,Mississippi,North Central,Benton,30.0,"Benton County, Mississippi",28009,MS
2002,Mississippi,Upper Delta,Bolivar,38.5,"Bolivar County, Mississippi",28011,MS
2002,Mississippi,North Central,Calhoun,28.8,"Calhoun County, Mississippi",28013,MS
2002,Mississippi,Upper Delta,Coahoma,37.7,"Coahoma County, Mississippi",28027,MS
2002,Mississippi,North Central,De Soto,29.3,"De Soto County, Mississippi",28033,MS
2002,Mississippi,Southwest,Hinds,32.1,"Hinds County, Mississippi",28049,MS
2002,Mississippi,Central,Holmes,30.6,"Holmes County, Mississippi",28051,MS
2002,Mississippi,Lower Delta,Humphreys,28.0,"Humphreys County, Mississippi",28053,MS
2002,Mississippi,Lower Delta,Issaquena,26.3,"Issaquena County, Mississippi",28055,MS
2002,Mississippi,Lower Delta,Leflore,35.6,"Leflore County, Mississippi",28083,MS
2002,Mississippi,Central,Madison,26.5,"Madison County, Mississippi",28089,MS
2002,Mississippi,North Central,Marshall,27.0,"Marshall County, Mississippi",28093,MS
2002,Mississippi,East Central,Monroe,22.9,"Monroe County, Mississippi",28095,MS
2002,Mississippi,East Central,Noxubee,32.3,"Noxubee County, Mississippi",28103,MS
2002,Mississippi,North Central,Panola,27.5,"Panola County, Mississippi",28107,MS
2002,Mississippi,Northeast,Pontotoc,21.8,"Pontotoc County, Mississippi",28115,MS
2002,Mississippi,Northeast,Prentiss,20.0,"Prentiss County, Mississippi",28117,MS
2002,Mississippi,Upper Delta,Quitman,27.5,"Quitman County, Mississippi",28119,MS
2002,Mississippi,Lower Delta,Sharkey,34.1,"Sharkey County, Mississippi",28125,MS
2002,Mississippi,Lower Delta,Sunflower,33.6,"Sunflower County, Mississippi",28133,MS
2002,Mississippi,Upper Delta,Tallahatchie,29.0,"Tallahatchie County, Mississippi",28135,MS
2002,Mississippi,North Central,Tate,27.4,"Tate County, Mississippi",28137,MS
2002,Mississippi,Upper Delta,Tunica,30.9,"Tunica County, Mississippi",28143,MS
2002,Mississippi,Northeast,Union,27.1,"Union County, Mississippi",28145,MS
2002,Mississippi,Lower Delta,Washington,40.9,"Washington County, Mississippi",28151,MS
2002,Mississippi,Lower Delta,Yazoo,29.2,"Yazoo County, Mississippi",28163,MS
2001,Mississippi,Northeast,Alcorn,31.7,"Alcorn County, Mississippi",28003,MS
2001,Mississippi,North Central,Benton,28.5,"Benton County, Mississippi",28009,MS
2001,Mississippi,Upper Delta,Bolivar,37.0,"Bolivar County, Mississippi",28011,MS
2001,Mississippi,North Central,Calhoun,30.7,"Calhoun County, Mississippi",28013,MS
2001,Mississippi,Upper Delta,Coahoma,35.4,"Coahoma County, Mississippi",28027,MS
2001,Mississippi,North Central,De Soto,31.0,"De Soto County, Mississippi",28033,MS
2001,Mississippi,Southwest,Hinds,26.9,"Hinds County, Mississippi",28049,MS
2001,Mississippi,Central,Holmes,36.3,"Holmes County, Mississippi",28051,MS
2001,Mississippi,Lower Delta,Humphreys,32.7,"Humphreys County, Mississippi",28053,MS
2001,Mississippi,Lower Delta,Issaquena,30.9,"Issaquena County, Mississippi",28055,MS
2001,Mississippi,Lower Delta,Leflore,35.9,"Leflore County, Mississippi",28083,MS
2001,Mississippi,Central,Madison,34.0,"Madison County, Mississippi",28089,MS
